ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;2;RS;SOBRADINHO                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Extravio/Perda de Arma de Fogo;N;2;2025-02-01
2025;2;RS;SOBRADINHO                         ;Revolver                                          ;CASTELO (IND. DE ARMAS CASTELO)                                       ;.32                                               ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SOLEDADE                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;22LR/22MAG                                        ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SÃO BORJA                          ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SÃO BORJA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SÃO BORJA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SÃO FRANCISCO DE PAULA             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SÃO GABRIEL                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SÃO JOSÉ DO NORTE                  ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SÃO JOSÉ DO NORTE                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SÃO LEOPOLDO                       ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SÃO LEOPOLDO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;S;3;2025-02-01
2025;2;RS;SÃO LUIZ GONZAGA                   ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;N;1;2025-02-01
